"","Monitoring_Location_ID","Activity_ID","Characteristic_Name","Organization_ID","Project_ID","Activity_Type","Activity_Start_Date","Laboratory_Name","Result_Value_Type","Result_Value","Subject_Taxonomic_Name","Activity_Media","Sample_Collection_Method_ID","Detection_Limit_Unit","Detection_Limit_Value","Characteristic_Name_abr","Mass_g","Length_cm","n","Sum_PFAS","Waterbody","Location_ID","Region","Latitude","Longitude","pct_PFAS","Year","Month"
"1306","XIF2929","2021FTC_OLDR_A","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.476,"PFUnA",287.6,334,5,1.51,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1308","XIF2929","2021FTC_OLDR_A","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.476,"PFTrDA",287.6,334,5,1.51,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1309","XIF2929","2021FTC_OLDR_B","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFBS",97.6,194.6,5,3.742,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1310","XIF2929","2021FTC_OLDR_A","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.476,"PFODA",287.6,334,5,1.51,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1311","XIF2929","2021FTC_OLDR_A","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.238,"PFBS",287.6,334,5,1.51,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1312","XIF2929","2021FTC_OLDR_A","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",1.51,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.238,"PFOS",287.6,334,5,1.51,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",1,2021,9
"1316","XIF2929","2021FTC_OLDR_B","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0.292,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFDA",97.6,194.6,5,3.742,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0.0780331373597007,2021,9
"1318","XIF2929","2021FTC_OLDR_B","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",3.45,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFOS",97.6,194.6,5,3.742,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0.921966862640299,2021,9
"1319","XIF2929","2021FTC_OLDR_D","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.458,"PFTeDA",99.2,186,5,4.908,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1320","XIF2929","2021FTC_OLDR_B","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFHpA",97.6,194.6,5,3.742,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1321","XIF2929","2021FTC_OLDR_B","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.456,"PFHxA",97.6,194.6,5,3.742,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1322","XIF2929","2021FTC_OLDR_C","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.23,"PFNA",78.6,180,5,3.852,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1323","XIF2929","2021FTC_OLDR_D","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0.426,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.229,"PFDA",99.2,186,5,4.908,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0.0867970660146699,2021,9
"1324","XIF2929","2021FTC_OLDR_D","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.458,"EtFOSA",99.2,186,5,4.908,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1325","XIF2929","2021FTC_OLDR_D","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.229,"PFBS",99.2,186,5,4.908,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1326","XIF2929","2021FTC_OLDR_A","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.238,"PFNA",287.6,334,5,1.51,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1327","XIF2929","2021FTC_OLDR_D","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.458,"PFHxA",99.2,186,5,4.908,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1328","XIF2929","2021FTC_OLDR_D","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.458,"PFUnA",99.2,186,5,4.908,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1329","XIF2929","2021FTC_OLDR_B","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.456,"EtFOSA",97.6,194.6,5,3.742,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1330","XIF2929","2021FTC_OLDR_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFOA",97.6,194.6,5,3.742,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1331","XIF2929","2021FTC_OLDR_D","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.458,"PFODA",99.2,186,5,4.908,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1332","XIF2929","2021FTC_OLDR_D","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.458,"PFTrDA",99.2,186,5,4.908,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1333","XIF2929","2021FTC_OLDR_B","perfluorononanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.228,"PFNA",97.6,194.6,5,3.742,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1334","XIF2929","2021FTC_OLDR_A","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.476,"NMeFOSA",287.6,334,5,1.51,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1335","XIF2929","2021FTC_OLDR_B","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.456,"PFTeDA",97.6,194.6,5,3.742,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1336","XIF2929","2021FTC_OLDR_B","perfluoroundecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.456,"PFUnA",97.6,194.6,5,3.742,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1337","XIF2929","2021FTC_OLDR_A","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.476,"PFTeDA",287.6,334,5,1.51,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1338","XIF2929","2021FTC_OLDR_C","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.23,"PFHxS",78.6,180,5,3.852,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1339","XIF2929","2021FTC_OLDR_C","perfluorotridecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.461,"PFTrDA",78.6,180,5,3.852,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1340","XIF2929","2021FTC_OLDR_B","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.456,"PFODA",97.6,194.6,5,3.742,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1341","XIF2929","2021FTC_OLDR_D","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",4.12,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.229,"PFOS",99.2,186,5,4.908,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0.839445802770986,2021,9
"1342","XIF2929","2021FTC_OLDR_A","perfluoroheptanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Ictalurus punctatus","Tissue","SP-003","ng/g",0.238,"PFHpA",287.6,334,5,1.51,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1343","XIF2929","2021FTC_OLDR_C","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.23,"PFOA",78.6,180,5,3.852,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1344","XIF2929","2021FTC_OLDR_D","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-09-28,"Alpha Analytical","Actual",0,"Leiostomus xanthurus","Tissue","SP-003","ng/g",0.229,"PFOA",99.2,186,5,4.908,"Old Road Bay","Fort Howard","Harbors and Bay","39 12.792","76 27.156",0,2021,9
"1345","XIF7714","2022FTC_BACK_B","1-heptanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Ameiurus nebulosus","Tissue","SP-003","ng/g",0.17,"PFHps",218.4,261.8,5,0.91,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1346","XIF7714","2022FTC_BACK_A","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",6.26,"Morone americana","Tissue","SP-003","ng/g",0.196,"PFOS",89.2,185.8,5,7.17,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0.873082287308229,2022,9
"1347","XIF7714","2022FTC_BACK_B","perfluorohexanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Ameiurus nebulosus","Tissue","SP-003","ng/g",0.183,"PFHxA",218.4,261.8,5,0.91,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1348","XIF7714","2022FTC_BACK_B","perfluoroheptanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Ameiurus nebulosus","Tissue","SP-003","ng/g",0.151,"PFHpA",218.4,261.8,5,0.91,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1351","XIF7714","2022FTC_BACK_A","perfluorovaleric acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.162,"PFPeA",89.2,185.8,5,7.17,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1353","XIF7714","2022FTC_BACK_A","1-pentanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.162,"PFPeS",89.2,185.8,5,7.17,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1354","XIF7714","2022FTC_BACK_A","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.162,"PFHxS",89.2,185.8,5,7.17,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1355","XIF7714","2022FTC_BACK_A","1-heptanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.181,"PFHps",89.2,185.8,5,7.17,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1356","XIF7714","2022FTC_BACK_A","1-octanesulfonic acid, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.382,"6:2 FTSA",89.2,185.8,5,7.17,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1357","XIF7714","2022FTC_BACK_A","perfluorononanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0.197,"Morone americana","Tissue","SP-003","ng/g",0.162,"PFNA",89.2,185.8,5,7.17,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0.0274755927475593,2022,9
"1358","XIF7714","2022FTC_BACK_B","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0.913,"Ameiurus nebulosus","Tissue","SP-003","ng/g",0.183,"PFOS",218.4,261.8,5,0.91,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",1.0032967032967,2022,9
"1360","XIF7714","2022FTC_BACK_B","fluorotelomer sulfonate 4:2","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Ameiurus nebulosus","Tissue","SP-003","ng/g",0.367,"4:2 FTSA",218.4,261.8,5,0.91,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1361","XIF7714","2022FTC_BACK_B","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Ameiurus nebulosus","Tissue","SP-003","ng/g",0.151,"PFBS",218.4,261.8,5,0.91,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1362","XIF7714","2022FTC_BACK_A","fluorotelomer sulfonate 4:2","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.392,"4:2 FTSA",89.2,185.8,5,7.17,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1370","XIF7714","2022FTC_BACK_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Ameiurus nebulosus","Tissue","SP-003","ng/g",0.183,"PFOA",218.4,261.8,5,0.91,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1372","XIF7714","2022FTC_BACK_A","perfluorodecanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0.708,"Morone americana","Tissue","SP-003","ng/g",0.363,"PFDA",89.2,185.8,5,7.17,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0.098744769874477,2022,9
"1374","XIF7714","2022FTC_BACK_A","perfluorooctanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.196,"PFOA",89.2,185.8,5,7.17,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1375","XIF7714","2022FTC_BACK_B","heptafluorobutyric acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Ameiurus nebulosus","Tissue","SP-003","ng/g",0.183,"PFBA",218.4,261.8,5,0.91,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1376","XIF7714","2022FTC_BACK_B","1-pentanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Ameiurus nebulosus","Tissue","SP-003","ng/g",0.151,"PFPeS",218.4,261.8,5,0.91,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1377","XIF7714","2022FTC_BACK_A","perfluoroheptanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.162,"PFHpA",89.2,185.8,5,7.17,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1378","XIF7714","2022FTC_BACK_A","perfluorohexanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.196,"PFHxA",89.2,185.8,5,7.17,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1379","XIF7714","2022FTC_BACK_B","perfluorononanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Ameiurus nebulosus","Tissue","SP-003","ng/g",0.151,"PFNA",218.4,261.8,5,0.91,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1381","XIF7714","2022FTC_BACK_B","1-octanesulfonic acid, 3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Ameiurus nebulosus","Tissue","SP-003","ng/g",0.358,"6:2 FTSA",218.4,261.8,5,0.91,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1382","XIF7714","2022FTC_BACK_B","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Ameiurus nebulosus","Tissue","SP-003","ng/g",0.151,"PFHxS",218.4,261.8,5,0.91,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1383","XIF7714","2022FTC_BACK_B","perfluorodecanoic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Ameiurus nebulosus","Tissue","SP-003","ng/g",0.339,"PFDA",218.4,261.8,5,0.91,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1384","XIF7714","2022FTC_BACK_A","heptafluorobutyric acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.196,"PFBA",89.2,185.8,5,7.17,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1385","XIF7714","2022FTC_BACK_B","perfluorovaleric acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Ameiurus nebulosus","Tissue","SP-003","ng/g",0.151,"PFPeA",218.4,261.8,5,0.91,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1386","XIF7714","2022FTC_BACK_A","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2022","Sample-Routine",2022-09-13,"GEL Laboratories","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.162,"PFBS",89.2,185.8,5,7.17,"Back River","Evergreen Park","Western Bay","39 17.760","76 28 620",0,2022,9
"1387","XIF7768","2021FTC_BOWL_B","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",7.14,"Perca Flavescens","Tissue","SP-003","ng/g",0.224,"PFOS",160.2,234,5,18.34,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0.389312977099237,2021,11
"1388","XIF7768","2021FTC_BOWL_B","perfluorooctanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Perca Flavescens","Tissue","SP-003","ng/g",0.224,"PFOA",160.2,234,5,18.34,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
"1389","XIF7768","2021FTC_BOWL_B","perfluorodecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",1.11,"Perca Flavescens","Tissue","SP-003","ng/g",0.224,"PFDA",160.2,234,5,18.34,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0.0605234460196292,2021,11
"1390","XIF7768","2021FTC_BOWL_B","perfluorotetradecanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",1.86,"Perca Flavescens","Tissue","SP-003","ng/g",0.224,"PFTeDA",160.2,234,5,18.34,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0.101417666303162,2021,11
"1392","XIF7768","2021FTC_BOWL-A","perfluorooctane sulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",7.03,"Morone americana","Tissue","SP-003","ng/g",0.235,"PFOS",121.6,206,5,12.398,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0.567026939829005,2021,11
"1393","XIF7768","2021FTC_BOWL-A","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.469,"EtFOSA",121.6,206,5,12.398,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
"1395","XIF7768","2021FTC_BOWL_B","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Perca Flavescens","Tissue","SP-003","ng/g",0.224,"PFBS",160.2,234,5,18.34,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
"1396","XIF7768","2021FTC_BOWL_B","octadecanoic acid, pentatriacontafluoro-","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",3.13,"Perca Flavescens","Tissue","SP-003","ng/g",0.224,"PFODA",160.2,234,5,18.34,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0.170665212649945,2021,11
"1397","XIF7768","2021FTC_BOWL-A","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.235,"PFHxA",121.6,206,5,12.398,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
"1398","XIF7768","2021FTC_BOWL_B","perfluorohexanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Perca Flavescens","Tissue","SP-003","ng/g",0.224,"PFHxS",160.2,234,5,18.34,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
"1399","XIF7768","2021FTC_BOWL_B","perfluorohexanoic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Perca Flavescens","Tissue","SP-003","ng/g",0.224,"PFHxA",160.2,234,5,18.34,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
"1400","XIF7768","2021FTC_BOWL_B","n-ethyl-n-(2-hydroxyethyl)perfluorooctanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Perca Flavescens","Tissue","SP-003","ng/g",0.224,"EtFOSA",160.2,234,5,18.34,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
"1401","XIF7768","2021FTC_BOWL-A","n-methylperfluoro-1-octanesulfonamide","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.469,"NMeFOSA",121.6,206,5,12.398,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
"1403","XIF7768","2021FTC_BOWL-A","perfluorobutanesulfonic acid","MDE","FTSAMPLECOL2021","Sample-Routine",2021-11-17,"Alpha Analytical","Actual",0,"Morone americana","Tissue","SP-003","ng/g",0.235,"PFBS",121.6,206,5,12.398,"Middle River","Bowley's Quarters","Western Bay","39 17.617","76 23.092",0,2021,11
